type,typeCode,title
subcategory,C67.0,"Malignant neoplasm: Trigone of bladder"
subcategory,C67.1,"Malignant neoplasm: Dome of bladder"
subcategory,C67.2,"Malignant neoplasm: Lateral wall of bladder"
subcategory,C67.3,"Malignant neoplasm: Anterior wall of bladder"
subcategory,C67.4,"Malignant neoplasm: Posterior wall of bladder"
subcategory,C67.5,"Malignant neoplasm: Bladder neck"
subcategory,C67.6,"Malignant neoplasm: Ureteric orifice"
subcategory,C67.7,"Malignant neoplasm: Urachus"
subcategory,C67.8,"Malignant neoplasm: Overlapping lesion of bladder"
subcategory,C67.9,"Malignant neoplasm: Bladder, unspecified"
subcategory,C68.0,"Malignant neoplasm: Urethra"
subcategory,C68.1,"Malignant neoplasm: Paraurethral gland"
subcategory,C68.8,"Malignant neoplasm: Overlapping lesion of urinary organs"
subcategory,C68.9,"Malignant neoplasm: Urinary organ, unspecified"
subcategory,C69.0,"Malignant neoplasm: Conjunctiva"
subcategory,C69.1,"Malignant neoplasm: Cornea"
subcategory,C69.2,"Malignant neoplasm: Retina"
subcategory,C69.3,"Malignant neoplasm: Choroid"
subcategory,C69.4,"Malignant neoplasm: Ciliary body"
subcategory,C69.5,"Malignant neoplasm: Lacrimal gland and duct"
subcategory,C69.6,"Malignant neoplasm: Orbit"
subcategory,C69.8,"Malignant neoplasm: Overlapping lesion of eye and adnexa"
subcategory,C69.9,"Malignant neoplasm: Eye, unspecified"
subcategory,C70.0,"Malignant neoplasm: Cerebral meninges"
subcategory,C70.1,"Malignant neoplasm: Spinal meninges"
subcategory,C70.9,"Malignant neoplasm: Meninges, unspecified"
subcategory,C71.0,"Malignant neoplasm: Cerebrum, except lobes and ventricles"
subcategory,C71.1,"Malignant neoplasm: Frontal lobe"
subcategory,C71.2,"Malignant neoplasm: Temporal lobe"
subcategory,C71.3,"Malignant neoplasm: Parietal lobe"
subcategory,C71.4,"Malignant neoplasm: Occipital lobe"
subcategory,C71.5,"Malignant neoplasm: Cerebral ventricle"
subcategory,C71.6,"Malignant neoplasm: Cerebellum"
subcategory,C71.7,"Malignant neoplasm: Brain stem"
subcategory,C71.8,"Malignant neoplasm: Overlapping lesion of brain"
subcategory,C71.9,"Malignant neoplasm: Brain, unspecified"
subcategory,C72.0,"Malignant neoplasm: Spinal cord"
subcategory,C72.1,"Malignant neoplasm: Cauda equina"
subcategory,C72.2,"Malignant neoplasm: Olfactory nerve"
subcategory,C72.3,"Malignant neoplasm: Optic nerve"
subcategory,C72.4,"Malignant neoplasm: Acoustic nerve"
subcategory,C72.5,"Malignant neoplasm: Other and unspecified cranial nerves"
subcategory,C72.8,"Malignant neoplasm: Overlapping lesion of brain and other parts of central nervous system"
subcategory,C72.9,"Malignant neoplasm: Central nervous system, unspecified"
category,C73,"Malignant neoplasm of thyroid gland"
subcategory,C74.0,"Malignant neoplasm: Cortex of adrenal gland"
subcategory,C74.1,"Malignant neoplasm: Medulla of adrenal gland"
subcategory,C74.9,"Malignant neoplasm: Adrenal gland, unspecified"
subcategory,C75.0,"Malignant neoplasm: Parathyroid gland"
subcategory,C75.1,"Malignant neoplasm: Pituitary gland"
subcategory,C75.2,"Malignant neoplasm: Craniopharyngeal duct"
subcategory,C75.3,"Malignant neoplasm: Pineal gland"
subcategory,C75.4,"Malignant neoplasm: Carotid body"
subcategory,C75.5,"Malignant neoplasm: Aortic body and other paraganglia"
subcategory,C75.8,"Malignant neoplasm: Pluriglandular involvement, unspecified"
subcategory,C75.9,"Malignant neoplasm: Endocrine gland, unspecified"
subcategory,C76.0,"Malignant neoplasm of other and ill-defined sites: Head, face and neck"
subcategory,C76.1,"Malignant neoplasm of other and ill-defined sites: Thorax"
subcategory,C76.2,"Malignant neoplasm of other and ill-defined sites: Abdomen"
subcategory,C76.3,"Malignant neoplasm of other and ill-defined sites: Pelvis"
subcategory,C76.4,"Malignant neoplasm of other and ill-defined sites: Upper limb"
subcategory,C76.5,"Malignant neoplasm of other and ill-defined sites: Lower limb"
subcategory,C76.7,"Malignant neoplasm of other and ill-defined sites: Other ill-defined sites"
subcategory,C76.8,"Malignant neoplasm of other and ill-defined sites: Overlapping lesion of other and ill-defined sites"
subcategory,C77.0,"Secondary and unspecified malignant neoplasm: Lymph nodes of head, face and neck"
subcategory,C77.1,"Secondary and unspecified malignant neoplasm: Intrathoracic lymph nodes"
subcategory,C77.2,"Secondary and unspecified malignant neoplasm: Intra-abdominal lymph nodes"
subcategory,C77.3,"Secondary and unspecified malignant neoplasm: Axillary and upper limb lymph nodes"
subcategory,C77.4,"Secondary and unspecified malignant neoplasm: Inguinal and lower limb lymph nodes"
subcategory,C77.5,"Secondary and unspecified malignant neoplasm: Intrapelvic lymph nodes"
subcategory,C77.8,"Secondary and unspecified malignant neoplasm: Lymph nodes of multiple regions"
subcategory,C77.9,"Secondary and unspecified malignant neoplasm: Lymph node, unspecified"
subcategory,C78.0,"Secondary malignant neoplasm of lung"
subcategory,C78.1,"Secondary malignant neoplasm of mediastinum"
subcategory,C78.2,"Secondary malignant neoplasm of pleura"
subcategory,C78.3,"Secondary malignant neoplasm of other and unspecified respiratory organs"
subcategory,C78.4,"Secondary malignant neoplasm of small intestine"
subcategory,C78.5,"Secondary malignant neoplasm of large intestine and rectum"
subcategory,C78.6,"Secondary malignant neoplasm of retroperitoneum and peritoneum"
subcategory,C78.7,"Secondary malignant neoplasm of liver and intrahepatic bile duct"
subcategory,C78.8,"Secondary malignant neoplasm of other and unspecified digestive organs"
subcategory,C79.0,"Secondary malignant neoplasm of kidney and renal pelvis"
subcategory,C79.1,"Secondary malignant neoplasm of bladder and other and unspecified urinary organs"
subcategory,C79.2,"Secondary malignant neoplasm of skin"
subcategory,C79.3,"Secondary malignant neoplasm of brain and cerebral meninges"
subcategory,C79.4,"Secondary malignant neoplasm of other and unspecified parts of nervous system"
subcategory,C79.5,"Secondary malignant neoplasm of bone and bone marrow"
subcategory,C79.6,"Secondary malignant neoplasm of ovary"
subcategory,C79.7,"Secondary malignant neoplasm of adrenal gland"
subcategory,C79.8,"Secondary malignant neoplasm of other specified sites"
subcategory,C79.9,"Secondary malignant neoplasm, unspecified site"
subcategory,C80.0,"Malignant neoplasm, primary site unknown, so stated"
subcategory,C80.9,"Malignant neoplasm, primary site unspecified"
subcategory,C81.0,"Nodular lymphocyte predominant Hodgkin lymphoma"
subcategory,C81.1,"Nodular sclerosis classical Hodgkin lymphoma"
subcategory,C81.2,"Mixed cellularity classical Hodgkin lymphoma"
subcategory,C81.3,"Lymphocyte depleted classical Hodgkin lymphoma"
subcategory,C81.4,"Lymphocyte-rich (classical) Hodgkin lymphoma"
subcategory,C81.7,"Other classical Hodgkin lymphoma"
subcategory,C81.9,"Hodgkin lymphoma, unspecified"
subcategory,C82.0,"Follicular lymphoma grade I"
subcategory,C82.1,"Follicular lymphoma grade II"
subcategory,C82.2,"Follicular lymphoma grade III, unspecified"
subcategory,C82.3,"Follicular lymphoma grade IIIa"
subcategory,C82.4,"Follicular lymphoma grade IIIb"
subcategory,C82.5,"Diffuse follicle centre lymphoma"
subcategory,C82.6,"Cutaneous follicle centre lymphoma"
subcategory,C82.7,"Other types of follicular lymphoma"
subcategory,C82.9,"Follicular lymphoma, unspecified"
subcategory,C83.0,"Small cell B-cell lymphoma"
subcategory,C83.1,"Mantle cell lymphoma"
subcategory,C83.3,"Diffuse large B-cell lymphoma"
subcategory,C83.5,"Lymphoblastic (diffuse) lymphoma"
subcategory,C83.7,"Burkitt lymphoma"
subcategory,C83.8,"Other non-follicular lymphoma"
subcategory,C83.9,"Non-follicular (diffuse) lymphoma, unspecified"
subcategory,C84.0,"Mycosis fungoides"
subcategory,C84.1,"Sézary disease"
subcategory,C84.4,"Peripheral T-cell lymphoma, not elsewhere classified"
subcategory,C84.5,"Other mature T/NK-cell lymphomas"
subcategory,C84.6,"Anaplastic large cell lymphoma, ALK-positive"
subcategory,C84.7,"Anaplastic large cell lymphoma, ALK-negative"
subcategory,C84.8,"Cutaneous T-cell lymphoma, unspecified"
subcategory,C84.9,"Mature T/NK-cell lymphoma, unspecified"
subcategory,C85.1,"B-cell lymphoma, unspecified"
subcategory,C85.2,"Mediastinal (thymic) large B-cell lymphoma"
subcategory,C85.7,"Other specified types of non-Hodgkin lymphoma"
subcategory,C85.9,"Non-Hodgkin lymphoma, unspecified"
subcategory,C86.0,"Extranodal NK/T-cell lymphoma, nasal type"
subcategory,C86.1,"Hepatosplenic T-cell lymphoma"
subcategory,C86.2,"Enteropathy-type (intestinal) T-cell lymphoma"
subcategory,C86.3,"Subcutaneous panniculitis-like T-cell lymphoma"
subcategory,C86.4,"Blastic NK-cell lymphoma"
subcategory,C86.5,"Angioimmunoblastic T-cell lymphoma"
subcategory,C86.6,"Primary cutaneous CD30-positive T-cell proliferations"
subcategory,C88.0,"Waldenström macroglobulinaemia"
subcategory,C88.2,"Other heavy chain disease"
subcategory,C88.3,"Immunoproliferative small intestinal disease"
subcategory,C88.4,"Extranodal marginal zone B-cell lymphoma of mucosa-associated lymphoid tissue [MALT-lyphoma]"
subcategory,C88.7,"Other malignant immunoproliferative diseases"
subcategory,C88.9,"Malignant immunoproliferative disease, unspecified"
subcategory,C90.0,"Multiple myeloma"
subcategory,C90.1,"Plasma cell leukaemia"
subcategory,C90.2,"Extramedullary plasmacytoma"
subcategory,C90.3,"Solitary plasmacytoma"
subcategory,C91.0,"Acute lymphoblastic leukaemia [ALL]"
subcategory,C91.1,"Chronic lymphocytic leukaemia of B-cell type"
subcategory,C91.3,"Prolymphocytic leukaemia of B-cell type"
subcategory,C91.4,"Hairy-cell leukaemia"
subcategory,C91.5,"Adult T-cell lymphoma/leukaemia [HTLV-1-associated]"
subcategory,C91.6,"Prolymphocytic leukaemia of T-cell type"
subcategory,C91.7,"Other lymphoid leukaemia"
subcategory,C91.8,"Mature B-cell leukaemia Burkitt-type"
subcategory,C91.9,"Lymphoid leukaemia, unspecified"
subcategory,C92.0,"Acute myeloblastic leukaemia [AML]"
subcategory,C92.1,"Chronic myeloid leukaemia [CML], BCR/ABL-positive"
subcategory,C92.2,"Atypical chronic myeloid leukaemia, BCR/ABL- negative"
subcategory,C92.3,"Myeloid sarcoma"
subcategory,C92.4,"Acute promyelocytic leukaemia [PML]"
subcategory,C92.5,"Acute myelomonocytic leukaemia"
subcategory,C92.6,"Acute myeloid leukaemia with 11q23-abnormality"
subcategory,C92.7,"Other myeloid leukaemia"
subcategory,C92.8,"Acute myeloid leukaemia with multilineage dysplasia"
subcategory,C92.9,"Myeloid leukaemia, unspecified"
subcategory,C93.0,"Acute monoblastic/monocytic leukaemia"
subcategory,C93.1,"Chronic myelomonocytic leukaemia"
subcategory,C93.3,"Juvenile myelomonocytic leukaemia"
subcategory,C93.7,"Other monocytic leukaemia"
subcategory,C93.9,"Monocytic leukaemia, unspecified"
subcategory,C94.0,"Acute erythroid leukaemia"
subcategory,C94.2,"Acute megakaryoblastic leukaemia"
subcategory,C94.3,"Mast cell leukaemia"
subcategory,C94.4,"Acute panmyelosis with myelofibrosis"
subcategory,C94.6,"Myelodysplastic and myeloproliferative disease, not elsewhere classified"
subcategory,C94.7,"Other specified leukaemias"
subcategory,C95.0,"Acute leukaemia of unspecified cell type"
subcategory,C95.1,"Chronic leukaemia of unspecified cell type"
subcategory,C95.7,"Other leukaemia of unspecified cell type"
subcategory,C95.9,"Leukaemia, unspecified"
subcategory,C96.0,"Multifocal and multisystemic (disseminated) Langerhans-cell histiocytosis [Letterer-Siwe disease]"
subcategory,C96.2,"Malignant mast cell tumour"
subcategory,C96.4,"Sarcoma of dendritic cells (accessory cells)"
subcategory,C96.5,"Multifocal and unisystemic Langerhans-cell histiocytosis"
subcategory,C96.6,"Unifocal Langerhans-cell histiocytosis"
subcategory,C96.7,"Other specified malignant neoplasms of lymphoid, haematopoietic and related tissue"
subcategory,C96.8,"Histiocytic sarcoma"
subcategory,C96.9,"Malignant neoplasm of lymphoid, haematopoietic and related tissue, unspecified"
category,C97,"Malignant neoplasms of independent (primary) multiple sites"
subcategory,D00.0,"Carcinoma in situ: Lip, oral cavity and pharynx"
subcategory,D00.1,"Carcinoma in situ: Oesophagus"
subcategory,D00.2,"Carcinoma in situ: Stomach"
subcategory,D01.0,"Carcinoma in situ: Colon"
subcategory,D01.1,"Carcinoma in situ: Rectosigmoid junction"
subcategory,D01.2,"Carcinoma in situ: Rectum"
subcategory,D01.3,"Carcinoma in situ: Anus and anal canal"
subcategory,D01.4,"Carcinoma in situ: Other and unspecified parts of intestine"
subcategory,D01.5,"Carcinoma in situ: Liver, gallbladder and bile ducts"
subcategory,D01.7,"Carcinoma in situ: Other specified digestive organs"
subcategory,D01.9,"Carcinoma in situ: Digestive organ, unspecified"
subcategory,D02.0,"Carcinoma in situ: Larynx"
subcategory,D02.1,"Carcinoma in situ: Trachea"
subcategory,D02.2,"Carcinoma in situ: Bronchus and lung"
subcategory,D02.3,"Carcinoma in situ: Other parts of respiratory system"
subcategory,D02.4,"Carcinoma in situ: Respiratory system, unspecified"
subcategory,D03.0,"Melanoma in situ of lip"
subcategory,D03.1,"Melanoma in situ of eyelid, including canthus"
subcategory,D03.2,"Melanoma in situ of ear and external auricular canal"
subcategory,D03.3,"Melanoma in situ of other and unspecified parts of face"
subcategory,D03.4,"Melanoma in situ of scalp and neck"
subcategory,D03.5,"Melanoma in situ of trunk"
subcategory,D03.6,"Melanoma in situ of upper limb, including shoulder"
subcategory,D03.7,"Melanoma in situ of lower limb, including hip"
subcategory,D03.8,"Melanoma in situ of other sites"
subcategory,D03.9,"Melanoma in situ, unspecified"
subcategory,D04.0,"Carcinoma in situ: Skin of lip"
subcategory,D04.1,"Carcinoma in situ: Skin of eyelid, including canthus"
subcategory,D04.2,"Carcinoma in situ: Skin of ear and external auricular canal"
subcategory,D04.3,"Carcinoma in situ: Skin of other and unspecified parts of face"
subcategory,D04.4,"Carcinoma in situ: Skin of scalp and neck"
subcategory,D04.5,"Carcinoma in situ: Skin of trunk"
subcategory,D04.6,"Carcinoma in situ: Skin of upper limb, including shoulder"
subcategory,D04.7,"Carcinoma in situ: Skin of lower limb, including hip"
subcategory,D04.8,"Carcinoma in situ: Skin of other sites"
subcategory,D04.9,"Carcinoma in situ: Skin, unspecified"
subcategory,D05.0,"Lobular carcinoma in situ"
subcategory,D05.1,"Intraductal carcinoma in situ"
subcategory,D05.7,"Other carcinoma in situ of breast"
subcategory,D05.9,"Carcinoma in situ of breast, unspecified"
subcategory,D06.0,"Carcinoma in situ: Endocervix"
subcategory,D06.1,"Carcinoma in situ: Exocervix"
subcategory,D06.7,"Carcinoma in situ: Other parts of cervix"
subcategory,D06.9,"Carcinoma in situ: Cervix, unspecified"
subcategory,D07.0,"Carcinoma in situ: Endometrium"
subcategory,D07.1,"Carcinoma in situ: Vulva"
subcategory,D07.2,"Carcinoma in situ: Vagina"
subcategory,D07.3,"Carcinoma in situ: Other and unspecified female genital organs"
subcategory,D07.4,"Carcinoma in situ: Penis"
subcategory,D07.5,"Carcinoma in situ: Prostate"
subcategory,D07.6,"Carcinoma in situ: Other and unspecified male genital organs"
subcategory,D09.0,"Carcinoma in situ: Bladder"
subcategory,D09.1,"Carcinoma in situ: Other and unspecified urinary organs"
subcategory,D09.2,"Carcinoma in situ: Eye"
subcategory,D09.3,"Carcinoma in situ: Thyroid and other endocrine glands"
subcategory,D09.7,"Carcinoma in situ of other specified sites"
subcategory,D09.9,"Carcinoma in situ, unspecified"
subcategory,D10.0,"Benign neoplasm: Lip"
subcategory,D10.1,"Benign neoplasm: Tongue"
subcategory,D10.2,"Benign neoplasm: Floor of mouth"
subcategory,D10.3,"Benign neoplasm: Other and unspecified parts of mouth"
subcategory,D10.4,"Benign neoplasm: Tonsil"
subcategory,D10.5,"Benign neoplasm: Other parts of oropharynx"
subcategory,D10.6,"Benign neoplasm: Nasopharynx"
subcategory,D10.7,"Benign neoplasm: Hypopharynx"
subcategory,D10.9,"Benign neoplasm: Pharynx, unspecified"
subcategory,D11.0,"Benign neoplasm: Parotid gland"
subcategory,D11.7,"Benign neoplasm: Other major salivary glands"
subcategory,D11.9,"Benign neoplasm: Major salivary gland, unspecified"
subcategory,D12.0,"Benign neoplasm: Caecum"
subcategory,D12.1,"Benign neoplasm: Appendix"
subcategory,D12.2,"Benign neoplasm: Ascending colon"
subcategory,D12.3,"Benign neoplasm: Transverse colon"
subcategory,D12.4,"Benign neoplasm: Descending colon"
subcategory,D12.5,"Benign neoplasm: Sigmoid colon"
subcategory,D12.6,"Benign neoplasm: Colon, unspecified"
subcategory,D12.7,"Benign neoplasm: Rectosigmoid junction"
subcategory,D12.8,"Benign neoplasm: Rectum"
subcategory,D12.9,"Benign neoplasm: Anus and anal canal"
subcategory,D13.0,"Benign neoplasm: Oesophagus"
subcategory,D13.1,"Benign neoplasm: Stomach"
subcategory,D13.2,"Benign neoplasm: Duodenum"
subcategory,D13.3,"Benign neoplasm: Other and unspecified parts of small intestine"
subcategory,D13.4,"Benign neoplasm: Liver"
subcategory,D13.5,"Benign neoplasm: Extrahepatic bile ducts"
subcategory,D13.6,"Benign neoplasm: Pancreas"
subcategory,D13.7,"Benign neoplasm: Endocrine pancreas"
subcategory,D13.9,"Benign neoplasm: Ill-defined sites within the digestive system"
