icd10code,symptoms
B08.0,"fever, sore throat, headache, fatigue, swollen lymph nodes"
B08.1,"fever, headache, sore throat, cough, fatigue"
B08.2,"itching, red papules, stinging sensation, inflammation"
B08.3,"fever, malaise, sore throat, rash, swollen lymph nodes"
B08.4,"fever, sore throat, rash, headache, fatigue"
B08.5,"fever, rash, itchy blisters, headache, fatigue"
B08.8,"fever, fatigue, headache, rash, sore throat"
B09,"fever, rash, headache, fatigue, muscle aches"
B15.0,"fever, fatigue, abdominal pain, jaundice, dark urine"
B15.9,"fever, fatigue, nausea, abdominal pain, jaundice"
B16.0,"fever, fatigue, loss of appetite, nausea, abdominal pain"
B16.1,"fever, fatigue, jaundice, abdominal pain, dark urine"
B16.2,"fatigue, abdominal pain, jaundice, nausea, vomiting"
B16.9,"fever, jaundice, fatigue, abdominal pain, nausea"
B17.0,"jaundice, fatigue, abdominal pain, loss of appetite, nausea"
B17.1,"fatigue, jaundice, abdominal pain, dark urine, loss of appetite"
B17.2,"fatigue, nausea, low-grade fever, jaundice, abdominal pain"
B17.8,"fatigue, nausea, jaundice, abdominal pain, dark urine"
B17.9,"fatigue, jaundice, abdominal pain, dark urine, loss of appetite"
B18.0,"fatigue, jaundice, abdominal pain, dark urine, loss of appetite"
B18.1,"fatigue, jaundice, abdominal pain, dark urine, joint pain"
B18.2,"fatigue, jaundice, abdominal pain, dark urine, joint pain"
B18.8,"fatigue, jaundice, abdominal pain, nausea, dark urine"
B18.9,"fatigue, jaundice, abdominal pain, loss of appetite, nausea"
B19.0,"fever, fatigue, loss of appetite, abdominal pain, jaundice"
B19.9,"fatigue, jaundice, abdominal pain, nausea, dark urine"
B20.0,"fever, weight loss, night sweats, fatigue, diarrhea"
B20.1,"fever, weight loss, chronic diarrhea, lymphadenopathy, oral thrush"
B20.2,"fever, weight loss, diarrhea, night sweats, fatigue"
B20.3,"fever, weight loss, lymphadenopathy, fatigue, recurrent infections"
B20.4,"fatigue, weight loss, fever, night sweats, recurrent infections"
B20.5,"fever, weight loss, chronic diarrhea, night sweats, persistent fatigue"
B20.6,"fever, weight loss, night sweats, cough, fatigue"
B20.7,"fever, weight loss, night sweats, chronic diarrhea, lymphadenopathy"
B20.8,"fatigue, weight loss, recurrent infections, fever, diarrhea"
B20.9,"fever, weight loss, fatigue, night sweats, swollen lymph nodes"
B21.0,"fever, weight loss, lymphadenopathy, cough, night sweats"
B21.1,"fever, weight loss, night sweats, diarrhea, swollen lymph nodes"
B21.2,"persistent cough, weight loss, fever, night sweats, enlarged lymph nodes"
B21.3,"swollen lymph nodes, weight loss, night sweats, fever, fatigue"
B21.7,"fever, weight loss, lymphadenopathy, fatigue, recurrent infections"
B21.8,"fever, weight loss, malaise, lymphadenopathy, chronic diarrhea"
B21.9,"fever, weight loss, fatigue, lymphadenopathy, night sweats"
B22.0,"weight loss, fever, night sweats, lymphadenopathy, oral thrush"
B22.1,"fever, weight loss, fatigue, night sweats, opportunistic infections"
B22.2,"weight loss, fever, night sweats, swollen lymph nodes, fatigue"
B22.7,"fever, weight loss, night sweats, lymphadenopathy, recurrent infections"
B23.0,"fever, fatigue, weight loss, night sweats, lymphadenopathy"
B23.1,"fever, fatigue, lymphadenopathy, sore throat, weight loss"
B23.2,"fever, weight loss, fatigue, lymphadenopathy, pneumonia"
B23.8,"fever, weight loss, fatigue, night sweats, lymphadenopathy"
B24,"fever, weight loss, fatigue, lymphadenopathy, opportunistic infections"
B25.0,"fever, headache, abdominal pain, muscle aches, rash"
B25.1,"fever, headache, muscle aches, fatigue, swollen glands"
B25.2,"fever, fatigue, cough, sore throat, swollen glands"
B25.8,"fever, headache, muscle aches, cough, fatigue"
B25.9,"fever, headache, muscle aches, fatigue, swollen lymph nodes"
B26.0,"swollen parotid glands, fever, headache, muscle aches, fatigue"
B26.1,"swelling of salivary glands, fever, headache, muscle aches, fatigue"
B26.2,"swollen salivary glands, fever, headache, muscle aches, fatigue"
B26.3,"swollen salivary glands, fever, headache, fatigue, muscle aches"
B26.8,"swollen salivary glands, fever, headache, muscle aches, fatigue"
B26.9,"fever, headache, swollen salivary glands, muscle aches, fatigue"
B27.0,"fever, fatigue, sore throat, swollen lymph nodes, headache"
B27.1,"fatigue, fever, sore throat, swollen lymph nodes, enlarged spleen"
B27.8,"fever, fatigue, sore throat, swollen lymph nodes, headache"
B27.9,"fatigue, fever, sore throat, swollen lymph nodes, muscle aches"
B30.0,"red eye, itching, tearing, discharge, photophobia"
B30.1,"eye redness, itching, tearing, discomfort, blurred vision"
B30.2,"red eye, watery eyes, eye pain, sensitivity to light, blurred vision"
B30.3,"eye redness, watery eyes, eye pain, blurred vision, light sensitivity"
B30.8,"conjunctival redness, eye discomfort, tearing, blurry vision, eyelid swelling"
B30.9,"eye redness, eye pain, tearing, blurred vision, light sensitivity"
B33.0,"fever, fatigue, sore throat, muscle pain, swollen lymph nodes"
B33.1,"fever, headache, muscle aches, sore throat, fatigue"
B33.2,"fever, fatigue, headache, myalgia, pharyngitis"
B33.3,"fever, fatigue, headache, muscle pain, sore throat"
B33.4,"fever, muscle pain, weakness, headache, sore throat"
B33.8,"fever, fatigue, muscle aches, headache, sore throat"
B34.0,"fever, sore throat, muscle aches, fatigue, headache"
B34.1,"fever, fatigue, headache, muscle pain, sore throat"
B34.2,"fever, cough, sore throat, runny nose, headache"
B34.3,"fever, sore throat, headache, muscle pain, fatigue"
B34.4,"fever, sore throat, runny nose, cough, headache"
B34.8,"fever, fatigue, cough, headache, muscle aches"
B34.9,"fever, fatigue, headache, sore throat, malaise"
B35.0,"itching, redness, scaling, cracking, and peeling of the skin"
B35.1,"itching, skin redness, flaking, scaling, ring-shaped rash"
B35.2,"itching, redness, flaking, ring-shaped rash, cracked skin"
B35.3,"itching, redness, flaking, cracking, and scaling of the skin"
B35.4,"itching, redness, scaling, cracking of skin, thickened nails"
B35.5,"itching, redness, scaling, cracking, peeling of skin"
B35.6,"itching, redness, peeling skin, cracked skin, blisters"
B35.8,"red, itchy skin, scaling, cracking, thickened areas, hair loss"
B35.9,"itching, redness, scaling, cracking, ring-shaped rash"
B36.0,"white patches on the tongue, mouth soreness, redness, loss of taste, and difficulty swallowing"
B36.1,"oral discomfort, white patches, difficulty swallowing, burning sensation, taste changes"
B36.2,"itching, dry skin, redness, scaling, cracking"
B36.3,"white patches, redness, soreness, difficulty swallowing, and loss of taste"
B36.8,"itching, skin rashes, redness, scaling, burning sensation"
B36.9,"oral thrush, itching, redness, burning sensation, skin rash"
B37.0,"sore mouth, white patches, redness, burning sensation, difficulty swallowing"
B37.1,"white patches on the tongue, redness inside the mouth, soreness, difficulty swallowing, and loss of taste"
B37.2,"white patches on tongue, soreness, difficulty swallowing, loss of taste, cracked corners of mouth"
B37.3,"white patches in the mouth, redness or soreness, loss of taste, pain while eating or swallowing, and cracks at mouth"
B37.4,"sore throat, white patches in the mouth, difficulty swallowing, redness in the mouth, mouth pain"
B37.5,"sore throat, white patches on tonsils, difficulty swallowing, mouth pain, swollen lymph nodes"
B37.6,"white patches, redness, soreness, cracked mouth corners, difficulty swallowing"
B37.7,"oral discomfort, vaginal discharge, itching, redness, sores"
B37.8,"oral thrush, genital itching, redness, white patches, difficulty swallowing"
B37.9,"oral thrush, genital itching, skin rashes, difficulty swallowing, white patches in the mouth"
B38.0,"fever, cough, fatigue, chest pain, weight loss"
B38.1,"cough, fever, chest pain, fatigue, weight loss"
B38.2,"fever, cough, chest pain, fatigue, weight loss"
B38.3,"fever, cough, chest pain, difficulty breathing, fatigue"
B38.4,"cough, chest pain, fatigue, fever, shortness of breath"
B38.7,"fever, cough, chest pain, fatigue, shortness of breath"
B38.8,"fever, cough, chest pain, fatigue, difficulty breathing"
B38.9,"fever, cough, chest pain, fatigue, weight loss"
B39.0,"fever, cough, chest pain, difficulty breathing, fatigue"
B39.1,"fever, cough, chest pain, fatigue, weight loss"
B39.2,"fever, cough, fatigue, chest pain, shortness of breath"
B39.3,"fever, cough, shortness of breath, skin rash, muscle pain"
B39.4,"fever, cough, chest pain, fatigue, difficulty breathing"
B39.5,"fatigue, fever, coughing, headache, shortness of breath"
B39.9,"fever, cough, shortness of breath, fatigue, weight loss"
B40.0,"fever, fatigue, chest pain, cough, shortness of breath"
B40.1,"weight loss, fever, malaise, cough, chest pain"
B40.2,"fever, cough, chest pain, shortness of breath, weight loss"
B40.3,"cough, fever, muscle pain, fatigue, chest pain"
B40.7,"fever, cough, night sweats, chest pain, weight loss"
B40.8,"fever, cough, weight loss, night sweats, chest pain"
B40.9,"fever, cough, chest pain, respiratory distress, fatigue"
B41.0,"fever, cough, chest pain, shortness of breath, fatigue"
B41.7,"chronic cough, fever, weight loss, night sweats, chest pain"
B41.8,"cough, fever, chest pain, fatigue, weight loss"
B41.9,"cough, fever, chest pain, shortness of breath, fatigue"
B42.0,"cough, fever, shortness of breath, skin rash, fatigue"
B42.1,"cough, dyspnea, fever, weight loss, chest pain"
B42.7,"cough, fever, chest pain, fatigue, shortness of breath"
B42.8,"cough, fever, headache, muscle pain, respiratory distress"
B42.9,"fever, cough, fatigue, headache, shortness of breath"
B43.0,"cough, chest pain, fever, weight loss, night sweats"
B43.1,"cough, fever, chest pain, weight loss, night sweats"
B43.2,"fever, cough, chest pain, shortness of breath, night sweats"
B43.8,"skin lesions, respiratory distress, cough, fever, weight loss"
B43.9,"cough, fever, weight loss, night sweats, shortness of breath"
B44.0,"cough, chest pain, fever, difficulty breathing, hemoptysis"
B44.1,"cough, chest pain, fever, night sweats, hemoptysis"
B44.2,"cough, fever, chest pain, difficulty breathing, fatigue"
B44.7,"fever, cough, chest pain, difficulty breathing, fatigue"
B44.8,"cough, chest pain, fever, weight loss, fatigue"
B44.9,"cough, fever, shortness of breath, fatigue, chest pain"
B45.0,"cough, fever, weight loss, chest pain, night sweats"
B45.1,"cough, fever, weight loss, hemoptysis, chest pain"
B45.2,"cough, fever, chest pain, shortness of breath, weight loss"
B45.3,"cough, fever, chest pain, shortness of breath, fatigue"
B45.7,"fever, cough, dyspnea, chest pain, fatigue"
B45.8,"fever, cough, chest pain, shortness of breath, fatigue"
B45.9,"cough, fever, weight loss, chest pain, shortness of breath"
B46.0,"cough, fever, chest pain, weight loss, dyspnea"
B46.1,"cough, fever, chest pain, respiratory distress, hemoptysis"
B46.2,"cough, fever, chest pain, weight loss, dyspnea"
B46.3,"cough, fever, chest pain, difficulty breathing, fatigue"
B46.4,"cough, fever, chest pain, dyspnea, night sweats"
B46.5,"cough, chest pain, fever, difficulty breathing, weight loss"
B46.8,"fever, chest pain, cough, shortness of breath, general malaise"
B46.9,"cough, fever, chest pain, dyspnea, hemoptysis"
B47.0,"fever, cough, headache, fatigue, myalgia"
B47.1,"fever, fatigue, abdominal pain, diarrhea, weight loss"
B47.9,"fever, headache, malaise, lymphadenopathy, muscle pain"
B48.0,"fever, cough, dyspnea, malaise, chest pain"
B48.1,"cough, fever, chest pain, dyspnea, hemoptysis"
B48.2,"cough, fatigue, fever, night sweats, chest pain"
B48.3,"cough, fever, chest pain, difficulty breathing, weight loss"
B48.4,"cough, fever, chest pain, shortness of breath, fatigue"
B48.5,"cough, fever, fatigue, shortness of breath, muscle aches"
B48.7,"cough, fever, shortness of breath, chest pain, fatigue"
B48.8,"cough, fever, shortness of breath, chest pain, fatigue"
B49,"fever, cough, weight loss, fatigue, sweats"
B50.0,"fever, chills, headache, muscle pain, sweating"
B50.8,"fever, chills, headache, muscle pain, malaise"
B50.9,"fever, chills, headache, muscle pain, nausea"
B51.0,"fever, chills, headache, muscle pain, malaise"
B51.8,"fever, headache, malaise, muscle pain, chills"
B51.9,"fever, chills, headache, muscle pain, malaise"
B52.0,"headache, fever, chills, sweats, fatigue"
B52.8,"fever, headache, muscle pain, chills, fatigue"
B52.9,"fever, chills, headache, malaise, splenomegaly"
B53.0,"fever, chills, sweating, headache, muscle aches"
B53.1,"periodic fever, chills, anemia, hepatosplenomegaly, weakness"
B53.8,"fever, chills, headache, muscle pain, fatigue"
B54,"fever, chills, headache, sweats, fatigue"
B55.0,"fever, malaise, headache, muscle pain, rash"
B55.1,"fever, malaise, hepatosplenomegaly, skin lesions, joint pain"
B55.2,"enlarged lymph nodes, fever, skin sores, fatigue, muscle pain"
B55.9,"fever, headache, muscle pain, fatigue, swollen lymph nodes"
B56.0,"fever, chills, muscle aches, fatigue, headache"
B56.1,"fever, headache, muscle pain, fatigue, skin rash"
B56.9,"fever, chills, headache, muscle pain, fatigue"
B57.0,"fever, fatigue, headache, rash, swollen lymph nodes"
B57.1,"fever, fatigue, headache, muscle pain, skin rash"
B57.2,"fever, fatigue, muscle pain, swelling at infection site, rash"
B57.3,"fever, fatigue, headache, muscle pain, swollen lymph nodes"
B57.4,"fever, headache, muscle pain, skin rash, fatigue"
B57.5,"fatigue, fever, headache, muscle pain, enlarged liver or spleen"
B58.0,"fever, muscle aches, headache, fatigue, loss of appetite"
B58.1,"fever, cough, muscle pain, skin rash, headache"
B58.2,"fever, muscle pain, headache, fatigue, enlarged lymph nodes"
B58.3,"fever, muscle pain, fatigue, rash, enlarged lymph nodes"
B58.8,"fever, muscle pain, headache, rash, dyspnea"
B58.9,"fever, fatigue, muscle pain, headache, swollen lymph nodes"
B60.0,"fever, headache, fatigue, muscle pain, rash"
B60.1,"fever, fatigue, respiratory issues, abdominal pain, skin rash"
B60.2,"fever, fatigue, muscle aches, headache, swollen lymph nodes"
B60.8,"fever, headache, muscle pain, fatigue, skin rash"
B64,"fever, fatigue, skin rash, swollen lymph nodes, general malaise"
B65.0,"abdominal pain, diarrhea, fatigue, nausea, jaundice"
B65.1,"abdominal pain, diarrhea, fatigue, bloating, weight loss"
B65.2,"itching, abdominal pain, nausea, diarrhea, vomiting"
B65.3,"itching, abdominal pain, diarrhea, jaundice, fever"
B65.8,"abdominal pain, diarrhea, weight loss, fatigue, nausea"
B65.9,"itching, abdominal pain, nausea, diarrhea, fatigue"
B66.0,"fever, chills, abdominal pain, nausea, diarrhea"
B66.1,"abdominal pain, diarrhea, fever, cough, weight loss"
B66.2,"abdominal pain, diarrhea, fever, weight loss, muscle pain"
B66.3,"abdominal pain, diarrhea, nausea, fatigue, fever"
B66.4,"abdominal pain, fever, diarrhea, weight loss, malaise"
B66.5,"abdominal pain, headache, fever, muscle aches, chills"
B66.8,"abdominal pain, fever, diarrhea, weight loss, malaise"
B66.9,"fever, abdominal pain, diarrhea, fatigue, weight loss"
B67.0,"fever, jaundice, abdominal pain, weight loss, pruritus"
B67.1,"fever, abdominal pain, jaundice, hepatomegaly, eosinophilia"
B67.2,"fever, abdominal pain, jaundice, hepatomegaly, respiratory distress"
B67.3,"fever, abdominal pain, nausea, jaundice, hepatomegaly"
B67.4,"fever, abdominal discomfort, jaundice, enlarged liver, diarrhea"
B67.5,"fever, jaundice, abdominal pain, nausea, fatigue"
B67.6,"fever, fatigue, abdominal pain, jaundice, dark urine"
B67.7,"fever, abdominal pain, jaundice, fatigue, nausea"
B67.8,"fever, abdominal pain, jaundice, weight loss, cough"
B67.9,"fatigue, fever, abdominal pain, jaundice, weight loss"
